id;symbol;name;path
kirobo;kiro;Kirobo;./data/coins/kirobo/
kitcoin;ktc;Kitcoin;./data/coins/kitcoin/
kittenfinance;kif;KittenFinance;./data/coins/kittenfinance/
kittoken;kit;Kittoken;./data/coins/kittoken/
kitty-coin;kty;Kitty Coin;./data/coins/kitty-coin/
kiwi-token;kiwi;KIWI Token;./data/coins/kiwi-token/
kizunacoin;kiz;KIZUNACOIN;./data/coins/kizunacoin/
kkcoin;kk;KKCOIN;./data/coins/kkcoin/
klaro;klaro;Klaro;./data/coins/klaro/
klay-token;klay;Klaytn;./data/coins/klay-token/
kleros;pnk;Kleros;./data/coins/kleros/
klever;klv;Klever;./data/coins/klever/
klimatas;kts;Klimatas;./data/coins/klimatas/
kmushicoin;ktv;Kmushicoin;./data/coins/kmushicoin/
knekted;knt;Knekted;./data/coins/knekted/
know-your-developer;kydc;Know Your Developer;./data/coins/know-your-developer/
knoxfs;kfx;KnoxFS;./data/coins/knoxfs/
knyazev-sa-token;knzv;Knyazev SA Token;./data/coins/knyazev-sa-token/
kobocoin;kobo;Kobocoin;./data/coins/kobocoin/
koel-coin;koel;Koel Coin;./data/coins/koel-coin/
koinon;koin;Koinon;./data/coins/koinon/
koinos;koin;Koinos;./data/coins/koinos/
kok-coin;kok;KOK Coin;./data/coins/kok-coin/
kolin;kolin;Kolin;./data/coins/kolin/
komet;komet;Komet;./data/coins/komet/
komodo;kmd;Komodo;./data/coins/komodo/
kompass;komp;Kompass;./data/coins/kompass/
konios-project;kon;Konios;./data/coins/konios-project/
konjungate;konj;KONJUNGATE;./data/coins/konjungate/
kora-network;knt;Kora Network;./data/coins/kora-network/
korbot-platform;kbot;Korbot;./data/coins/korbot-platform/
kore;kore;Kore;./data/coins/kore/
korecoin;kore;KoreCoin;./data/coins/korecoin/
koto;koto;Koto;./data/coins/koto/
koumei;kmc;Koumei;./data/coins/koumei/
kper-network;kper;Kper Network;./data/coins/kper-network/
kratscoin;ktc;Kratscoin;./data/coins/kratscoin/
kreds;kreds;Kreds;./data/coins/kreds/
krios;GIG;Krios;./data/coins/krios/
kronn;krex;Kronn;./data/coins/kronn/
krosscoin-wave;kss;Krosscoin;./data/coins/krosscoin-wave/
kryll;krl;KRYLL;./data/coins/kryll/
kryptofranc;kyf;Kryptofranc;./data/coins/kryptofranc/
kryptokrona;xkr;Kryptokrona;./data/coins/kryptokrona/
krypton-token;kgc;Krypton Galaxy Coin;./data/coins/krypton-token/
kryptoro;kto;Kryptoro;./data/coins/kryptoro/
kstarcoin;ksc;KStarCoin;./data/coins/kstarcoin/
kuaitoken;kt;Kuai Token;./data/coins/kuaitoken/
kuberbitcoin;KBI;Kuberbitcoin;./data/coins/kuberbitcoin/
kublaicoin;kub;Kublaicoin;./data/coins/kublaicoin/
kubocoin;kubo;KuboCoin;./data/coins/kubocoin/
kucoin-shares;kcs;KuCoin Shares;./data/coins/kucoin-shares/
kuende;kue;Kuende;./data/coins/kuende/
kuky-star;kuky;Kuky Star;./data/coins/kuky-star/
kulupu;klp;Kulupu;./data/coins/kulupu/
kurrent;kurt;Kurrent;./data/coins/kurrent/
kusama;ksm;Kusama;./data/coins/kusama/
kush-finance;kseed;Kush Finance;./data/coins/kush-finance/
kuverit;kuv;Kuverit;./data/coins/kuverit/
kvant;kvnt;KVANT;./data/coins/kvant/
kvi;kvi;KVI;./data/coins/kvi/
kwhcoin;kwh;KwhCoin;./data/coins/kwhcoin/
kyber-network;knc;Kyber Network;./data/coins/kyber-network/
kyc-crypto;mima;KYC.Crypto;./data/coins/kyc-crypto/
kysc-token;kysc;KYSC Token;./data/coins/kysc-token/
kzcash;kzc;Kzcash;./data/coins/kzcash/
la-devise-technologies;ldc;La Devise Technologies;./data/coins/la-devise-technologies/
lambda;lamb;Lambda;./data/coins/lambda/
lamden;tau;Lamden;./data/coins/lamden/
lanacoin;lana;LanaCoin;./data/coins/lanacoin/
landcoin;ldcn;Landcoin;./data/coins/landcoin/
laq-pay;laq;LaQ Pay;./data/coins/laq-pay/
largo-coin;lrg;Largo Coin;./data/coins/largo-coin/
lastcoin-vision;lcv;Lastcoin Vision;./data/coins/lastcoin-vision/
latamcash;lmch;Latamcash;./data/coins/latamcash/
latex-chain;lxc;Latex Chain;./data/coins/latex-chain/
latino-token;latino;Latino Token;./data/coins/latino-token/
latiumx;latx;LatiumX;./data/coins/latiumx/
latoken;la;LATOKEN;./data/coins/latoken/
lattice-token;ltx;Lattice Token;./data/coins/lattice-token/
lbk;lbk;LBK;./data/coins/lbk/
lbrl;lbrl;LBRL;./data/coins/lbrl/
lbry-credits;lbc;LBRY Credits;./data/coins/lbry-credits/
lbt-chain;lbt;LBT Chain;./data/coins/lbt-chain/
lcg;lcg;LCG;./data/coins/lcg/
lcx;lcx;LCX;./data/coins/lcx/
lead-token;lead;Lead Token;./data/coins/lead-token/
leafcoin;leaf;Leafcoin;./data/coins/leafcoin/
learno;lrt;Learno;./data/coins/learno/
leduro;ldr;Leduro;./data/coins/leduro/
legal-block;lbk;Legal Block;./data/coins/legal-block/
legends-room;more;Legends Room;./data/coins/legends-room/
legolas-exchange;lgo;LGO Token;./data/coins/legolas-exchange/
lemochain;lemo;LemoChain;./data/coins/lemochain/
lemon-bet;lbet;Lemon Bet;./data/coins/lemon-bet/
lemon-game;lt;Lemon Game;./data/coins/lemon-game/
lendchain;lv;LendChain;./data/coins/lendchain/
lendingblock;lnd;Lendingblock;./data/coins/lendingblock/
lendroid-support-token;lst;Lendroid Support Token;./data/coins/lendroid-support-token/
leocoin;lc4;LEOcoin;./data/coins/leocoin/
leo-token;leo;LEO Token;./data/coins/leo-token/
lepard-coin;lp;LeoPard Coin;./data/coins/lepard-coin/
letitride;lir;LetItRide;./data/coins/letitride/
level01-derivatives-exchange;lvx;LVX;./data/coins/level01-derivatives-exchange/
levelapp;lvl;LevelApp;./data/coins/levelapp/
levelg;levelg;LEVELG;./data/coins/levelg/
leverj;lev;Leverj;./data/coins/leverj/
leverj-gluon;l2;Leverj Gluon;./data/coins/leverj-gluon/
leviathan;lvt;Leviathan;./data/coins/leviathan/
levolution;levl;Levolution;./data/coins/levolution/
lgcy-network;lgcy;LGCY Network;./data/coins/lgcy-network/
lhcoin;lhcoin;LHCoin;./data/coins/lhcoin/
lht;lht;LHT;./data/coins/lht/
libartysharetoken;lst;Libartysharetoken;./data/coins/libartysharetoken/
libera;lib;Libera;./data/coins/libera/
liber-coin;lbr;LIBER COIN;./data/coins/liber-coin/
libertas-token;libertas;LIBERTAS;./data/coins/libertas-token/
libfx;libfx;Libfx;./data/coins/libfx/
libra-credit;lba;LibraToken;./data/coins/libra-credit/
librefreelencer;libref;LibreFreelencer;./data/coins/librefreelencer/
lichang;lc;Lichang;./data/coins/lichang/
lien;lien;Lien;./data/coins/lien/
life;life;LIFE;./data/coins/life/
lifecare-plus;lc+;LifeCare Plus;./data/coins/lifecare-plus/
life-is-camping-community;licc;Life Is Camping Community;./data/coins/life-is-camping-community/
life-style-chain;lst;Life Style Chain;./data/coins/life-style-chain/
lightbit;litb;LightBit;./data/coins/lightbit/
lightforge;ltfg;Lightforge;./data/coins/lightforge/
lightning-bitcoin;lbtc;Lightning Bitcoin;./data/coins/lightning-bitcoin/
lightningcoin;lc;LightningCoin;./data/coins/lightningcoin/
lightpaycoin;lpc;LightPayCoin;./data/coins/lightpaycoin/
lightstreams;pht;Lightstreams Photon;./data/coins/lightstreams/
likecoin;like;LikeCoin;./data/coins/likecoin/
limestone-network;limex;Limestone Network;./data/coins/limestone-network/
limitless-vip;vip;Limitless VIP;./data/coins/limitless-vip/
limitswap;limit;LimitSwap;./data/coins/limitswap/
lina;lina;LINA;./data/coins/lina/
linda;mrx;Metrix Coin;./data/coins/linda/
linear;lina;Linear;./data/coins/linear/
lines;lns;Lines;./data/coins/lines/
linfinity;lfc;Linfinity;./data/coins/linfinity/
linix;lnx;LNX Protocol;./data/coins/linix/
link;ln;LINK;./data/coins/link/
linka;linka;LINKA;./data/coins/linka/
linkart;lar;LinkArt;./data/coins/linkart/
linkcoin-token;lkn;LinkCoin Token;./data/coins/linkcoin-token/
linker-coin;lnc;Linker Coin;./data/coins/linker-coin/
link-eth-growth-alpha-set;lega;LINK/ETH Growth Alpha Set;./data/coins/link-eth-growth-alpha-set/
link-eth-long-only-alpha-portfolio;leloap;LINK/ETH Long-Only Alpha Portfolio;./data/coins/link-eth-long-only-alpha-portfolio/
link-eth-rsi-ratio-trading-set;linkethrsi;LINK/ETH RSI Ratio Trading Set;./data/coins/link-eth-rsi-ratio-trading-set/
linkeye;let;Linkeye;./data/coins/linkeye/
link-platform;lnk;Link Platform;./data/coins/link-platform/
link-profit-taker-set;linkpt;LINK Profit Taker Set;./data/coins/link-profit-taker-set/
link-rsi-crossover-set;linkrsico;LINK RSI Crossover Set;./data/coins/link-rsi-crossover-set/
linktoken;ltk;LinkToken;./data/coins/linktoken/
linkusd;linkusd;LINKUSD;./data/coins/linkusd/
lipchain;lips;LIPCHAIN;./data/coins/lipchain/
liquid-bank;liq;Liquid Bank;./data/coins/liquid-bank/
liquid-defi;liq;Liquid DeFi;./data/coins/liquid-defi/
liquidity-bot-token;liq;Liquidity Bot Token;./data/coins/liquidity-bot-token/
liquidity-dividends-protocol;LID;Liquidity Dividends Protocol;./data/coins/liquidity-dividends-protocol/
liquidity-network;lqd;Liquidity Network;./data/coins/liquidity-network/
liquid-lottery-rtc;liqlo;Liquid Lottery RTC;./data/coins/liquid-lottery-rtc/
liquid-regenerative-medicine-coin;lrm;Liquid Regenerative Medicine Coin;./data/coins/liquid-regenerative-medicine-coin/
liquidwave;liquid;LiquidWave;./data/coins/liquidwave/
lisk;lsk;Lisk;./data/coins/lisk/
litbinex-coin;ltb;Litbinex Coin;./data/coins/litbinex-coin/
litebar;ltb;LiteBar;./data/coins/litebar/
litebitcoin;lbtc;LiteBitcoin;./data/coins/litebitcoin/
litecash;cash;Litecash;./data/coins/litecash/
litecoin;ltc;Litecoin;./data/coins/litecoin/
litecoin-bep2;ltcb;Litecoin BEP2;./data/coins/litecoin-bep2/
litecoin-cash;lcc;Litecoin Cash;./data/coins/litecoin-cash/
litecoin-finance;ltfn;Litecoin Finance;./data/coins/litecoin-finance/
litecoin-plus;lcp;Litecoin Plus;./data/coins/litecoin-plus/
litecoin-sv;lsv;Litecoin SV;./data/coins/litecoin-sv/
litecoin-token;ltk;Litecoin Token;./data/coins/litecoin-token/
litecoin-ultra;ltcu;LiteCoin Ultra;./data/coins/litecoin-ultra/
litecoinz;ltz;LitecoinZ;./data/coins/litecoinz/
litedoge;ldoge;LiteDoge;./data/coins/litedoge/
litegold;ltg;LiteGold;./data/coins/litegold/
litenero;ltnx;Litenero;./data/coins/litenero/
litex;lxt;LITEX;./data/coins/litex/
lithium;lit;Lithium;./data/coins/lithium/
lition;lit;Lition;./data/coins/lition/
litonium;lit;LITonium;./data/coins/litonium/
littlesesame;lsc;Littlesesame;./data/coins/littlesesame/
liveen;veen;LIVEEN;./data/coins/liveen/
livenodes;lno;Livenodes;./data/coins/livenodes/
livenodes-token;lnot;Livenodes Token;./data/coins/livenodes-token/
livenpay;lvn;LivenPay;./data/coins/livenpay/
livepeer;lpt;Livepeer;./data/coins/livepeer/
lives-token;lvt;Lives Token;./data/coins/lives-token/
lkr-coin;lkr;LKR Coin;./data/coins/lkr-coin/
lm-token;lm;LM Token;./data/coins/lm-token/
lnko-token;lnko;LNKO Token;./data/coins/lnko-token/
loanburst;lburst;LoanBurst;./data/coins/loanburst/
loa-protocol;loa;LOA Protocol;./data/coins/loa-protocol/
lobstex-coin;lobs;Lobstex;./data/coins/lobstex-coin/
localcoinswap;lcs;LocalCoinSwap;./data/coins/localcoinswap/
locicoin;loci;LOCIcoin;./data/coins/locicoin/
lockchain;loc;LockTrip;./data/coins/lockchain/
lock-token;lock;LOCK Token;./data/coins/lock-token/
logicdex;ldex;LogicDEX;./data/coins/logicdex/
loki-network;loki;Loki Network;./data/coins/loki-network/
loltoken;lol;LOLTOKEN;./data/coins/loltoken/
londinium;lon;Londinium;./data/coins/londinium/
long-coin;long;LONG COIN;./data/coins/long-coin/
loom-network;loom;Loom Network;./data/coins/loom-network/
loon-network;loon;Loon Network;./data/coins/loon-network/
loopring;lrc;Loopring;./data/coins/loopring/
lori;lori;LORI;./data/coins/lori/
lotoblock;loto;Lotoblock;./data/coins/lotoblock/
lotto9;l9;LOTTO9;./data/coins/lotto9/
lottonation;lnt;Lottonation;./data/coins/lottonation/
lovechain;lov;LoveChain;./data/coins/lovechain/
love-coin;love;LOVE Coin;./data/coins/love-coin/
lovehearts;lvh;LoveHearts;./data/coins/lovehearts/
lp-3pool-curve;3crv;LP 3pool Curve;./data/coins/lp-3pool-curve/
lp-bcurve;bCurve;LP-bCurve;./data/coins/lp-bcurve/
lp-ccurve;cCurve;LP-cCurve;./data/coins/lp-ccurve/
l-pesa;lpk;Kripton;./data/coins/l-pesa/
lp-paxcurve;paxCurve;LP-paxCurve;./data/coins/lp-paxcurve/
lp-renbtc-curve;renbtcCurve;LP renBTC Curve;./data/coins/lp-renbtc-curve/
lp-sbtc-curve;sbtcCurve;LP sBTC Curve;./data/coins/lp-sbtc-curve/
lp-scurve;sCurve;LP-sCurve;./data/coins/lp-scurve/
ltcp;ltcp;LTCP;./data/coins/ltcp/
lto-network;lto;LTO Network;./data/coins/lto-network/
lua-token;lua;Lua Token;./data/coins/lua-token/
lucent;lcnt;Lucent;./data/coins/lucent/
luckchain;bash;LuckChain;./data/coins/luckchain/
luckstar;lst;Luckstar;./data/coins/luckstar/
lucky-2;lucky;LUCKY;./data/coins/lucky-2/
luckyseventoken;lst;LuckySevenToken;./data/coins/luckyseventoken/
lucy;lucy;LUCY;./data/coins/lucy/
lucyd;lcd;Lucyd;./data/coins/lucyd/
ludos;lud;Ludos Protocol;./data/coins/ludos/
lukki-operating-token;lot;Lukki Operating Token;./data/coins/lukki-operating-token/
lukso-token;lyxe;LUKSO Token;./data/coins/lukso-token/
lumeneo;lmo;Lumeneo;./data/coins/lumeneo/
lumos;LMS;Lumos;./data/coins/lumos/
luna-nusa-coin;lncx;Luna Nusa Coin;./data/coins/luna-nusa-coin/
lunarium;xln;Lunarium;./data/coins/lunarium/
lunarx;lx;LunarX;./data/coins/lunarx/
lunch-money;lmy;Lunch Money;./data/coins/lunch-money/
lunes;lunes;Lunes;./data/coins/lunes/
lunesxag;lxag;LunesXAG;./data/coins/lunesxag/
lung-protocol;l2p;Lung Protocol;./data/coins/lung-protocol/
lunyr;lun;Lunyr;./data/coins/lunyr/
lux;lx;Moonlight Lux;./data/coins/lux/
lux-bio-exchange-coin;lbxc;LUX BIO EXCHANGE COIN;./data/coins/lux-bio-exchange-coin/
luxcoin;lux;LUXCoin;./data/coins/luxcoin/
luxurium;lxmt;Luxurium;./data/coins/luxurium/
lyfe;lyfe;Lyfe;./data/coins/lyfe/
lykke;lkk;Lykke;./data/coins/lykke/
lympo;lym;Lympo;./data/coins/lympo/
lync-network;lync;LYNC Network;./data/coins/lync-network/
lynx;lynx;Lynx;./data/coins/lynx/
lytix;lytx;Lytix;./data/coins/lytix/
lyze;lze;LYZE;./data/coins/lyze/
mach;mach;MACH Project;./data/coins/mach/
machinecoin;mac;Machinecoin;./data/coins/machinecoin/
machix;mcx;Machi X;./data/coins/machix/
macpo;macpo;Master Coin Point;./data/coins/macpo/
macro;mcr;Macro;./data/coins/macro/
mad-network;mad;MAD Network Token;./data/coins/mad-network/
maecenas;art;Maecenas;./data/coins/maecenas/
mafia-network;mafi;Mafia.Network;./data/coins/mafia-network/
maggie;mag;Maggie;./data/coins/maggie/
magi;xmg;Magi;./data/coins/magi/
magic-cube;mcc;Magic Cube Coin;./data/coins/magic-cube/
magnachain;mgc;Magnachain;./data/coins/magnachain/
maidsafecoin;maid;MaidSafeCoin;./data/coins/maidsafecoin/
maincoin;mnc;MainCoin;./data/coins/maincoin/
mainframe;mft;Mainframe;./data/coins/mainframe/
mainstream-for-the-underground;mftu;Mainstream For The Underground;./data/coins/mainstream-for-the-underground/
majatoken;mja;Majatoken;./data/coins/majatoken/
makcoin;mak;MAKCOIN;./data/coins/makcoin/
maker;mkr;Maker;./data/coins/maker/
maki-finance;maki;Maki Finance;./data/coins/maki-finance/
malwarechain;malw;MalwareChain;./data/coins/malwarechain/
manateecoin;mtc;ManateeCoin;./data/coins/manateecoin/
mandi-token;mandi;Mandi Token;./data/coins/mandi-token/
mangochain;mgp;MangoChain;./data/coins/mangochain/
mangocoin;MNG;Mangocoin;./data/coins/mangocoin/
mangu;mnguz;Mangu;./data/coins/mangu/
manna;manna;Manna;./data/coins/manna/
mano-coin;mano;Mano Coin;./data/coins/mano-coin/
mantra-dao;om;MANTRA DAO;./data/coins/mantra-dao/
many;many;MANY;./data/coins/many/
mao-zedong;mao;Mao Zedong;./data/coins/mao-zedong/
mapcoin;mapc;MapCoin;./data/coins/mapcoin/
marblecoin;mbc;Marblecoin;./data/coins/marblecoin/
marcopolo;map;MAP Protocol;./data/coins/marcopolo/
margix;mgx;MargiX;./data/coins/margix/
markaccy;MKCY;Markaccy;./data/coins/markaccy/
market-arbitrage-coin;marc;Market Arbitrage Coin;./data/coins/market-arbitrage-coin/
marketpeak;peak;PEAKDEFI;./data/coins/marketpeak/
mark-space;mrk;MARK.SPACE;./data/coins/mark-space/
markyt;mar;MARKYT;./data/coins/markyt/
mar-network;mars;Mars Network;./data/coins/mar-network/
marshal-lion-group-coin;mlgc;Marshal Lion Group Coin;./data/coins/marshal-lion-group-coin/
martexcoin;mxt;MarteXcoin;./data/coins/martexcoin/
martkist;martk;Martkist;./data/coins/martkist/
marvrodi-salute-vision;msv;Marvrodi Salute Vison;./data/coins/marvrodi-salute-vision/
marxcoin;marx;MarxCoin;./data/coins/marxcoin/
masari;msr;Masari;./data/coins/masari/
mass;mass;MASS;./data/coins/mass/
mass-vehicle-ledger;mvl;MVL;./data/coins/mass-vehicle-ledger/
master-contract-token;mct;Master Contract Token;./data/coins/master-contract-token/
master-mix-token;mmt;Master MIX Token;./data/coins/master-mix-token/
masternet;mash;Masternet;./data/coins/masternet/
master-swiscoin;mscn;Master Swiscoin;./data/coins/master-swiscoin/
master-usd;musd;MASTER USD;./data/coins/master-usd/
masterwin;mw;MasterWin;./data/coins/masterwin/
matchpool;gup;Guppy;./data/coins/matchpool/
math;math;MATH;./data/coins/math/
matic-network;matic;Matic Network;./data/coins/matic-network/
matrexcoin;mac;Matrexcoin;./data/coins/matrexcoin/
matrix-ai-network;man;Matrix AI Network;./data/coins/matrix-ai-network/
matryx;mtx;MATRYX;./data/coins/matryx/
maverick-chain;mvc;Maverick Chain;./data/coins/maverick-chain/
mavro;mvr;Mavro;./data/coins/mavro/
maxcoin;max;Maxcoin;./data/coins/maxcoin/
maximine;mxm;Maximine;./data/coins/maximine/
maxonrow;mxw;Maxonrow;./data/coins/maxonrow/
max-property-group;mpg;Max Property Group;./data/coins/max-property-group/
max-token;max;MAX Token;./data/coins/max-token/
maya-coin;maya;Maya Coin;./data/coins/maya-coin/
maya-preferred-223;mapr;Maya Preferred 223;./data/coins/maya-preferred-223/
maza;mzc;Maza;./data/coins/maza/
mb8-coin;mb8;MB8 Coin;./data/coins/mb8-coin/
mbitbooks;mbit;MBitBooks;./data/coins/mbitbooks/
mbm-token;mbm;MBM Token;./data/coins/mbm-token/
mcdex;mcb;MCDex;./data/coins/mcdex/
mchain;mar;Mchain;./data/coins/mchain/
m-chain;m;M Chain;./data/coins/m-chain/
mci-coin;mci;MCI Coin;./data/coins/mci-coin/
mdsquare;tmed;MDsquare;./data/coins/mdsquare/
mdtoken;mdtk;MDtoken;./data/coins/mdtoken/
mdu;mdu;MDUKEY;./data/coins/mdu/
measurable-data-token;mdt;Measurable Data Token;./data/coins/measurable-data-token/
meconcash;mch;Meconcash;./data/coins/meconcash/
medalte;mdtl;Medalte;./data/coins/medalte/
medibit;medibit;MEDIBIT;./data/coins/medibit/
medibloc;med;Medibloc;./data/coins/medibloc/
medicalchain;mtn;Medicalchain;./data/coins/medicalchain/
medical-token-currency;mtc;Doc.com;./data/coins/medical-token-currency/
medicalveda;mveda;MedicalVeda;./data/coins/medicalveda/
medic-coin;medic;Medic Coin;./data/coins/medic-coin/
mediconnect;medi;MediConnect;./data/coins/mediconnect/
medikey;mkey;MEDIKEY;./data/coins/medikey/
medishares;mds;MediShares;./data/coins/medishares/
medium;mdm;MEDIUM;./data/coins/medium/
meetluna;lstr;Luna Stars;./data/coins/meetluna/
meetone;meetone;MEET.ONE;./data/coins/meetone/
meettoken;mtt;MEETtoken;./data/coins/meettoken/
megacoin;mec;Megacoin;./data/coins/megacoin/
megacryptopolis;mega;MegaCryptoPolis;./data/coins/megacryptopolis/
mega-lottery-services-global;mlr;Mega Lottery Services Global;./data/coins/mega-lottery-services-global/
megaserum;msrm;MegaSerum;./data/coins/megaserum/
meld-gold;mcau;Meld Gold;./data/coins/meld-gold/
melecoin;mlc;Melecoin;./data/coins/melecoin/
melon;mln;Melon;./data/coins/melon/
melonheadsprotocol;mhsp;MelonHeadSProtocol;./data/coins/melonheadsprotocol/
membrana-platform;mbn;Membrana;./data/coins/membrana-platform/
memetic;meme;Memetic;./data/coins/memetic/
menapay;mpay;Menapay;./data/coins/menapay/
menlo-one;one;Menlo One;./data/coins/menlo-one/
meraki;mek;Meraki;./data/coins/meraki/
merculet;mvp;Merculet;./data/coins/merculet/
mercury;mer;Mercury;./data/coins/mercury/
merebel;meri;Merebel;./data/coins/merebel/
merge;merge;Merge;./data/coins/merge/
mergecoin;mgc;MergeCoin;./data/coins/mergecoin/
meridian-network;lock;Meridian Network;./data/coins/meridian-network/
meritcoins;mrc;Meritcoins;./data/coins/meritcoins/
meschain;mes;MesChain;./data/coins/meschain/
mesefa;sefa;MESEFA;./data/coins/mesefa/
meshbox;mesh;MeshBox;./data/coins/meshbox/
messengerbank;mbit;MessengerBank;./data/coins/messengerbank/
meta;mta;Meta;./data/coins/meta/
metacoin;mtc;Metacoin;./data/coins/metacoin/
metadium;meta;Metadium;./data/coins/metadium/
metagame;seed;MetaGame;./data/coins/metagame/
metahash;mhc;#MetaHash;./data/coins/metahash/
metal;mtl;Metal;./data/coins/metal/
metal-music-coin;mtlmc3;Metal Music Coin;./data/coins/metal-music-coin/
metal-packaging-token;mpt;Metal Packaging Token;./data/coins/metal-packaging-token/
metamorph;metm;MetaMorph;./data/coins/metamorph/
metanoia;noia;METANOIA;./data/coins/metanoia/
metaprediction;metp;Metaprediction;./data/coins/metaprediction/
metaverse-dualchain-network-architecture;dna;Metaverse DNA;./data/coins/metaverse-dualchain-network-architecture/
metaverse-etp;etp;Metaverse ETP;./data/coins/metaverse-etp/
meter;mtrg;Meter Governance;./data/coins/meter/
meter-governance-mapped-by-meter-io;eMTRG;Meter Governance mapped by Meter.io;./data/coins/meter-governance-mapped-by-meter-io/
meter-stable;mtr;Meter Stable;./data/coins/meter-stable/
mete-stable-mapped-by-meter-io;eMTR;Meter Stable mapped by Meter.io;./data/coins/mete-stable-mapped-by-meter-io/
metric-exchange;metric;MetricExchange;./data/coins/metric-exchange/
metronome;met;Metronome;./data/coins/metronome/
mettalex;mtlx;Mettalex;./data/coins/mettalex/
mex;mex;MEX;./data/coins/mex/
mexc-token;mexc;MEXC Token;./data/coins/mexc-token/
mfcoin;mfc;MFCoin;./data/coins/mfcoin/
mgc-token;mgc;MGC Token;./data/coins/mgc-token/
miami;miami;MIAMI;./data/coins/miami/
mib-coin;mib;MIB Coin;./data/coins/mib-coin/
microbitcoin;mbc;MicroBitcoin;./data/coins/microbitcoin/
micro-blood-science;mbs;MicroBloodScience;./data/coins/micro-blood-science/
microchain;mb;Microchain;./data/coins/microchain/
microcoin;mcc;MicroCoin;./data/coins/microcoin/
micromines;micro;Micromines;./data/coins/micromines/
micromoney;amm;MicroMoney;./data/coins/micromoney/
micropaymentcoin;mpc;MicroPaymentCoin;./data/coins/micropaymentcoin/
midas;midas;Midas;./data/coins/midas/
midas-cash;mcash;Mcashchain;./data/coins/midas-cash/
midas-protocol;mas;Midas Protocol;./data/coins/midas-protocol/
migranet;mig;Migranet;./data/coins/migranet/
miks-coin;miks;MIKS COIN;./data/coins/miks-coin/
mileverse;mvc;MileVerse;./data/coins/mileverse/
milk;mlk;MiL.k;./data/coins/milk/
milk2;milk2;MILK2;./data/coins/milk2/
millenniumclub;mclb;MillenniumClub Coin;./data/coins/millenniumclub/
millimeter;mm;Millimeter;./data/coins/millimeter/
mimblewimblecoin;mwc;MimbleWimbleCoin;./data/coins/mimblewimblecoin/
mimidi;mmd;Mimidi;./data/coins/mimidi/
mincoin;mnc;Mincoin;./data/coins/mincoin/
mindcoin;mnd;MindCoin;./data/coins/mindcoin/
mindexcoin;mic;Mindexcoin;./data/coins/mindexcoin/
mindol;min;MINDOL;./data/coins/mindol/
minds;minds;Minds;./data/coins/minds/
minebee;mb;MineBee;./data/coins/minebee/
mineral;mnr;Mineral;./data/coins/mineral/
minereum;mne;Minereum;./data/coins/minereum/
minergate-token;mg;MinerGate Token;./data/coins/minergate-token/
miners-reward-token;mrt;Miners' Reward Token;./data/coins/miners-reward-token/
mineum;mnm;Mineum;./data/coins/mineum/
mini;mini;Mini;./data/coins/mini/
minibitcoin;mbtc;MiniBitcoin;./data/coins/minibitcoin/
mini-ethereum-2;meth;MINI ETHEREUM;./data/coins/mini-ethereum-2/
mintcoin;mint;Mintcoin;./data/coins/mintcoin/
mirai;mri;Mirai;./data/coins/mirai/
miraqle;mql;MiraQle;./data/coins/miraqle/
mir-coin;mir;MIR COIN;./data/coins/mir-coin/
mirocana;miro;Mirocana;./data/coins/mirocana/
mirror-world-token;mw;Mirror World Token;./data/coins/mirror-world-token/
misbloc;msb;Misbloc;./data/coins/misbloc/
miss;miss;MISS;./data/coins/miss/
mithril;mith;Mithril;./data/coins/mithril/
mixin;xin;Mixin;./data/coins/mixin/
mixmarvel;mix;MixMarvel;./data/coins/mixmarvel/
mixtrust;mxt;MixTrust;./data/coins/mixtrust/
mktcoin;mlm;MktCoin;./data/coins/mktcoin/
mmocoin;mmo;MMOCoin;./data/coins/mmocoin/
mnmcoin;mnmc;MNMCoin;./data/coins/mnmcoin/
mnpcoin;mnp;MNPCoin;./data/coins/mnpcoin/
mnscoin;mns;MNSCoin;./data/coins/mnscoin/
moac;moac;MOAC;./data/coins/moac/
mobiecoin;mbx;MobieCoin;./data/coins/mobiecoin/
mobile-crypto-pay-coin;mcpc;Mobile Crypto Pay Coin;./data/coins/mobile-crypto-pay-coin/
mobilego;mgo;MobileGo;./data/coins/mobilego/
mobilian-coin;mbn;Mobilian Coin;./data/coins/mobilian-coin/
mobilink-coin;molk;MobilinkToken;./data/coins/mobilink-coin/
mobit-global;mbgl;Mobit Global;./data/coins/mobit-global/
mobius;mobi;Mobius;./data/coins/mobius/
mobius-crypto;mobi;Mobius Crypto;./data/coins/mobius-crypto/
mochimo;mcm;Mochimo;./data/coins/mochimo/
moco-project;moco;MoCo;./data/coins/moco-project/
model-x-coin;modx;MODEL-X-coin;./data/coins/model-x-coin/
modern-investment-coin;modic;Modern Investment Coin;./data/coins/modern-investment-coin/
modex;modex;Modex;./data/coins/modex/
modultrade;mtrc;ModulTrade;./data/coins/modultrade/
modum;mod;Modum;./data/coins/modum/
moeda-loyalty-points;mda;Moeda Loyalty Points;./data/coins/moeda-loyalty-points/
moflux-boomtown-set-ii;mfbt;MoFlux - Boomtown Set II;./data/coins/moflux-boomtown-set-ii/
moflux-clash-of-kings;mfck;MoFlux - Clash of Kings;./data/coins/moflux-clash-of-kings/
mogu;mogx;Mogu;./data/coins/mogu/
mogwai;mog;Mogwai Coin;./data/coins/mogwai/
